neuron_id,spike_time
3,8.1127
3,8.5111
3,8.5167
3,8.5441
3,8.7024
3,8.7139
3,8.9024
3,9.0350
3,9.0889
3,9.0907
3,9.1691
3,9.3617
3,9.4239
3,9.5593
3,9.6864
3,9.8787
4,0.4623
4,0.5200
4,0.5233
4,0.5481
4,0.8716
4,0.8884
4,1.0057
4,1.0500
4,1.1251
4,1.2889
4,1.2994
4,1.6757
4,1.7398
4,1.7768
4,1.7811
4,1.7855
4,1.7891
4,1.7933
4,1.8478
4,1.8658
4,1.8999
4,1.9475
4,2.0457
4,2.3109
4,2.3729
4,2.5404
4,2.6962
4,2.7753
4,2.9136
4,3.0280
4,3.0356
4,3.0640
4,3.0740
4,3.1111
4,3.1220
4,3.1874
4,3.1959
4,3.4108
4,3.6307
4,3.6461
4,3.6584
4,4.1055
4,4.1266
4,4.1503
4,4.2510
4,4.3388
4,4.5207
4,4.5872
4,4.6688
4,4.9957
4,5.0226
4,5.1631
4,5.1701
4,5.2315
4,5.3337
4,5.5287
4,5.5929
4,5.9257
4,5.9814
4,6.0030
4,6.0370
4,6.1715
4,6.2629
4,6.2910
4,6.2938
4,6.3668
4,6.5166
4,6.5303
4,6.5583
4,6.6225
4,6.6888
4,6.7417
4,6.7421
4,6.8295
4,6.9189
4,6.9224
4,6.9784
4,7.2376
4,7.2792
4,7.3564
4,7.4958
4,7.6367
4,7.6741
4,7.7707
4,7.8170
4,7.9148
4,7.9738
4,8.1127
4,8.2982
4,8.3748
4,8.5111
4,8.5139
4,8.7024
4,8.8094
4,8.8709
4,8.9024
4,9.0350
4,9.1461
4,9.3094
4,9.4239
4,9.4560
4,9.5593
4,9.7082
4,9.7103
4,9.7637
4,9.7959
4,9.8428
4,9.8787
4,9.9031
4,9.9399
5,0.4673
5,0.5459
5,0.6778
5,0.6783
5,0.7113
5,0.8634
5,0.8715
5,0.8733
5,0.9168
5,1.0230
5,1.0628
5,1.1648
5,1.1787
5,1.3955
5,1.5501
5,1.5870
5,1.6048
5,1.7575
5,2.0999
5,2.1236
5,2.3241
5,2.3842
5,2.8192
5,2.9141
5,2.9899
5,3.0519
5,3.0984
5,3.1903
5,3.2489
5,3.3463
5,3.3894
5,3.5122
5,3.5220
5,3.5413
5,3.5433
5,3.5484
5,3.6359
5,3.7904
5,3.8511
5,3.9846
5,4.0132
5,4.2451
5,4.3390
5,4.6080
5,4.7269
5,4.7855
5,4.8785
5,4.9627
5,5.0123
5,5.0730
5,5.1030
5,5.1241
5,5.1531
5,5.1616
5,5.2098
5,5.3282
5,5.5199
5,5.5754
5,5.6140
5,5.8138
5,5.8361
5,5.9100
5,6.0495
5,6.1144
5,6.2805
5,6.3903
5,6.4465
5,6.4985
5,6.6205
5,7.0311
5,7.0353
5,7.2293
5,7.4038
5,7.4902
5,7.6569
5,7.7617
5,7.7873
5,7.8380
5,7.8624
5,8.0187
5,8.0332
5,8.0464
5,8.0772
5,8.1452
5,8.1703
5,8.3578
5,8.4683
5,8.4951
5,8.6745
5,9.1989
5,9.6866
5,9.7891
5,9.8229
5,9.8602
5,9.8800
5,9.8971
6,0.0125
6,0.1080
6,0.3322
6,0.3366
6,0.3470
6,0.3630
6,0.3872
6,0.5297
6,0.5378
6,0.8104
6,0.8634
6,0.9168
6,1.0628
6,1.1702
6,1.3955
6,1.5870
6,1.6048
6,1.8840
6,1.8854
6,1.9163
6,2.0212
6,2.0312
6,2.6189
6,2.9899
6,3.0984
6,3.1961
6,3.2489
6,3.3463
6,3.4815
6,3.5122
6,3.5220
6,3.7775
6,3.7904
6,3.8854
6,3.9552
6,4.2419
6,4.3274
6,4.3390
6,4.6080
6,4.6821
6,4.8265
6,4.9243
6,4.9957
6,5.0446
6,5.0761
6,5.0777
6,5.1030
6,5.1220
6,5.1246
6,5.1604
6,5.3282
6,5.6328
6,5.8138
6,5.9861
6,6.0495
6,6.3295
6,6.3867
6,6.3903
6,6.8129
6,6.9771
6,6.9835
6,7.0210
6,7.0311
6,7.1755
6,7.2008
6,7.2177
6,7.4221
6,7.4230
6,7.4280
6,7.7066
6,7.7565
6,8.1408
6,8.3604
6,8.4951
6,8.5246
6,8.5857
6,8.6103
6,8.6214
6,8.6745
6,8.8263
6,8.8413
6,8.8705
6,8.9801
6,8.9858
6,9.1400
6,9.1496
6,9.1788
6,9.1905
6,9.5243
6,9.8229
6,9.8602
7,0.0578
7,0.0596
7,0.2823
7,0.3530
7,0.3744
7,0.3952
7,0.4922
7,0.5022
7,0.5144
7,0.5606
7,0.6722
7,0.7155
7,1.0933
7,1.2051
7,1.2976
7,1.4039
7,1.5851
7,1.6367
7,1.6566
7,1.8382
7,2.2025
7,2.2320
7,2.3055
7,2.3612
7,2.4941
7,2.5156
7,2.5886
7,2.5973
7,2.6321
7,2.6790
7,2.7445
7,2.7822
7,2.9087
7,3.0408
7,3.0816
7,3.0972
7,3.1018
7,3.1560
7,3.2374
7,3.3831
7,3.4068
7,3.4922
7,3.5371
7,3.5971
7,3.6086
7,3.6562
7,4.0141
7,4.1004
7,4.1839
7,4.3106
7,4.3729
7,4.4294
7,4.4322
7,4.5744
7,4.6560
7,4.8291
7,4.9015
7,5.0419
7,5.1146
7,5.1321
7,5.1386
7,5.1544
7,5.6315
7,5.8126
7,5.8522
7,5.8741
7,5.8765
7,5.9759
7,6.0790
7,6.1319
7,6.1825
7,6.4030
7,6.5598
7,6.7150
7,6.7612
7,6.7620
7,7.0306
7,7.0327
7,7.1449
7,7.3771
7,7.3839
7,7.4552
7,7.4741
7,7.5050
7,7.5801
7,7.6430
7,7.7076
7,8.0559
7,8.1254
7,8.5551
7,8.6798
7,8.7510
7,8.8816
7,9.0052
7,9.0479
7,9.0895
7,9.4171
7,9.4284
7,9.5318
7,9.5993
7,9.7402
7,9.9493
7,9.9679
8,0.0596
8,0.1413
8,0.1774
8,0.2823
8,0.3805
8,0.4922
8,0.5281
8,0.6814
8,0.8427
8,0.9772
8,0.9888
8,1.0412
8,1.3406
8,1.5909
8,1.6566
8,1.8365
8,2.2320
8,2.2557
8,2.3055
8,2.3612
8,2.3755
8,2.4865
8,2.5156
8,2.5856
8,2.5886
8,2.5952
8,2.7004
8,2.7445
8,2.7822
8,2.8901
8,2.9372
8,3.0816
8,3.1560
8,3.2374
8,3.2565
8,3.4003
8,3.5713
8,3.7055
8,3.9492
8,4.0376
8,4.1493
8,4.1885
8,4.2918
8,4.3306
8,4.5744
8,4.5886
8,4.7104
8,4.8302
8,5.0590
8,5.0945
8,5.1316
8,5.1386
8,5.5722
8,5.7034
8,5.8245
8,5.8269
8,5.8522
8,5.8741
8,5.8978
8,5.9759
8,6.1319
8,6.2277
8,6.4666
8,6.5395
8,6.6903
8,6.7150
8,6.7569
8,6.8431
8,6.9052
8,6.9405
8,7.0306
8,7.0327
8,7.0532
8,7.1449
8,7.1494
8,7.5886
8,7.6053
8,7.6907
8,7.7076
8,7.8969
8,8.0009
8,8.3798
8,8.4492
8,8.4728
8,8.7803
8,8.7904
8,8.8701
8,8.9297
8,9.0612
8,9.2468
8,9.3384
8,9.5993
8,9.6076
8,9.6144
8,9.6703
8,9.7402
8,9.7950
8,9.8631
8,9.8853
8,9.9180
8,9.9493
8,9.9902
